contact,month,day_of_week,duration
telephone,jul,tue,54
telephone,jul,tue,249
telephone,jul,tue,102
telephone,jul,tue,215
telephone,jul,tue,34
telephone,jul,tue,161
telephone,jul,tue,428
telephone,jul,tue,157
telephone,jul,tue,242
telephone,jul,tue,117
telephone,jul,tue,80
telephone,jul,tue,36
telephone,jul,tue,89
telephone,jul,tue,173
telephone,jul,tue,150
telephone,jul,tue,292
telephone,jul,tue,183
telephone,jul,tue,200
telephone,jul,tue,150
telephone,jul,tue,304
telephone,jul,tue,163
telephone,jul,tue,122
telephone,jul,tue,426
telephone,jul,tue,55
telephone,jul,tue,86
telephone,jul,tue,359
telephone,jul,tue,305
telephone,jul,tue,110
telephone,jul,tue,92
telephone,jul,tue,86
telephone,jul,tue,102
telephone,jul,tue,39
telephone,jul,tue,340
telephone,jul,tue,125
telephone,jul,tue,529
telephone,jul,tue,196
telephone,jul,tue,484
telephone,jul,tue,56
telephone,jul,tue,245
telephone,jul,tue,156
telephone,jul,tue,221
telephone,jul,tue,1992
telephone,jul,tue,143
telephone,jul,tue,157
telephone,jul,tue,420
telephone,jul,tue,1135
telephone,jul,tue,289
telephone,jul,tue,307
telephone,jul,tue,723
telephone,jul,tue,650
telephone,jul,wed,660
telephone,jul,wed,63
telephone,jul,wed,96
telephone,jul,wed,218
telephone,jul,wed,220
telephone,jul,wed,144
telephone,jul,wed,97
telephone,jul,wed,32
telephone,jul,wed,44
telephone,jul,wed,79
telephone,jul,wed,306
telephone,jul,wed,71
telephone,jul,wed,348
telephone,jul,wed,144
telephone,jul,wed,203
telephone,jul,wed,106
telephone,jul,wed,372
telephone,jul,wed,60
telephone,jul,wed,134
telephone,jul,wed,108
telephone,jul,wed,33
telephone,jul,wed,957
telephone,jul,wed,83
telephone,jul,thu,343
telephone,jul,thu,158
telephone,jul,thu,269
telephone,jul,thu,269
telephone,jul,thu,375
telephone,jul,thu,202
telephone,jul,thu,149
telephone,jul,thu,111
telephone,jul,thu,188
telephone,jul,thu,211
telephone,jul,thu,24
telephone,jul,thu,109
telephone,jul,thu,472
telephone,jul,thu,452
telephone,jul,thu,269
telephone,jul,thu,206
telephone,jul,thu,228
telephone,jul,thu,183
telephone,jul,thu,267
telephone,jul,thu,414
telephone,jul,thu,60
telephone,jul,thu,95
telephone,jul,thu,85
telephone,jul,thu,125
telephone,jul,thu,256
telephone,jul,thu,172
telephone,jul,thu,84
telephone,jul,thu,412
telephone,jul,thu,88
telephone,jul,thu,130
telephone,jul,thu,115
telephone,jul,thu,168
telephone,jul,thu,197
telephone,jul,thu,154
telephone,jul,thu,90
telephone,jul,thu,51
telephone,jul,thu,89
telephone,jul,thu,108
telephone,jul,thu,97
telephone,jul,thu,203
telephone,jul,thu,203
telephone,jul,thu,88
telephone,jul,thu,88
telephone,jul,thu,42
telephone,jul,thu,991
telephone,jul,thu,676
telephone,jul,thu,652
telephone,jul,thu,178
telephone,jul,thu,306
telephone,jul,thu,354
telephone,jul,thu,100
telephone,jul,thu,501
telephone,jul,thu,93
telephone,jul,thu,504
telephone,jul,thu,381
telephone,jul,thu,251
telephone,jul,thu,515
telephone,jul,thu,389
telephone,jul,thu,155
telephone,jul,thu,135
telephone,jul,thu,74
telephone,jul,thu,225
telephone,jul,thu,172
telephone,jul,thu,202
telephone,jul,thu,155
telephone,jul,thu,277
telephone,jul,thu,746
telephone,jul,thu,167
telephone,jul,thu,194
telephone,jul,thu,385
telephone,jul,fri,124
telephone,jul,fri,121
telephone,jul,fri,566
telephone,jul,fri,257
telephone,jul,fri,111
telephone,jul,fri,270
telephone,jul,fri,43
telephone,jul,fri,433
telephone,jul,fri,523
telephone,jul,fri,49
telephone,jul,fri,191
telephone,jul,fri,634
telephone,jul,fri,355
telephone,jul,fri,31
telephone,jul,fri,52
telephone,jul,fri,64
telephone,jul,fri,99
telephone,jul,fri,133
telephone,jul,fri,169
telephone,jul,fri,68
telephone,jul,fri,30
telephone,jul,fri,246
telephone,jul,fri,219
telephone,jul,fri,165
telephone,jul,fri,105
telephone,jul,fri,217
telephone,jul,fri,538
telephone,jul,fri,164
telephone,jul,fri,5
telephone,jul,fri,46
telephone,jul,fri,64
telephone,jul,fri,105
telephone,jul,fri,253
telephone,jul,fri,584
telephone,jul,fri,260
telephone,jul,fri,126
telephone,jul,fri,121
telephone,jul,fri,101
telephone,jul,fri,195
telephone,jul,fri,400
telephone,jul,fri,178
telephone,jul,fri,134
telephone,jul,fri,80
telephone,jul,fri,104
telephone,jul,fri,742
telephone,jul,fri,692
telephone,jul,fri,85
telephone,jul,fri,678
telephone,jul,fri,96
telephone,jul,fri,106
telephone,jul,fri,137
telephone,jul,fri,53
telephone,jul,fri,89
telephone,jul,fri,45
telephone,jul,fri,203
telephone,jul,fri,407
telephone,jul,fri,225
telephone,jul,fri,426
telephone,jul,fri,61
telephone,jul,fri,286
telephone,jul,fri,1576
telephone,jul,fri,468
telephone,jul,fri,150
telephone,jul,fri,178
telephone,jul,fri,327
telephone,jul,fri,212
telephone,jul,fri,235
telephone,jul,fri,333
cellular,jul,fri,297
cellular,jul,fri,668
telephone,jul,fri,65
cellular,jul,fri,436
cellular,jul,fri,1044
telephone,jul,fri,141
cellular,jul,fri,39
cellular,jul,fri,165
cellular,jul,fri,135
cellular,jul,fri,53
cellular,jul,fri,138
cellular,jul,fri,548
cellular,jul,fri,95
cellular,jul,fri,273
telephone,jul,fri,304
cellular,jul,fri,425
cellular,jul,fri,64
cellular,jul,fri,276
cellular,jul,fri,92
cellular,jul,fri,407
cellular,jul,fri,339
cellular,jul,mon,92
cellular,jul,mon,135
cellular,jul,mon,107
cellular,jul,mon,148
cellular,jul,mon,125
cellular,jul,mon,151
cellular,jul,mon,491
cellular,jul,mon,494
cellular,jul,mon,181
cellular,jul,mon,615
cellular,jul,mon,99
cellular,jul,mon,518
cellular,jul,mon,164
cellular,jul,mon,397
cellular,jul,mon,17
cellular,jul,mon,148
cellular,jul,mon,128
cellular,jul,mon,160
cellular,jul,mon,89
cellular,jul,mon,181
cellular,jul,mon,111
cellular,jul,mon,119
cellular,jul,mon,227
cellular,jul,mon,107
cellular,jul,mon,149
cellular,jul,mon,134
cellular,jul,mon,1434
telephone,jul,mon,176
cellular,jul,mon,179
telephone,jul,mon,63
cellular,jul,mon,86
cellular,jul,mon,113
cellular,jul,mon,685
cellular,jul,mon,200
cellular,jul,mon,196
cellular,jul,mon,250
cellular,jul,mon,185
cellular,jul,mon,75
cellular,jul,mon,136
telephone,jul,mon,229
cellular,jul,mon,200
cellular,jul,mon,139
cellular,jul,mon,161
cellular,jul,mon,141
cellular,jul,mon,39
cellular,jul,mon,49
cellular,jul,mon,66
cellular,jul,mon,782
cellular,jul,mon,321
cellular,jul,mon,118
cellular,jul,mon,116
cellular,jul,mon,128
cellular,jul,mon,104
cellular,jul,mon,126
cellular,jul,mon,87
cellular,jul,mon,1272
cellular,jul,mon,107
cellular,jul,mon,401
cellular,jul,mon,64
cellular,jul,mon,758
cellular,jul,mon,277
cellular,jul,mon,107
cellular,jul,mon,111
cellular,jul,mon,360
cellular,jul,mon,461
cellular,jul,mon,239
cellular,jul,mon,240
cellular,jul,mon,127
cellular,jul,mon,412
cellular,jul,mon,244
cellular,jul,mon,240
cellular,jul,mon,62
telephone,jul,mon,46
telephone,jul,mon,41
cellular,jul,mon,122
cellular,jul,mon,559
cellular,jul,mon,300
cellular,jul,mon,722
cellular,jul,mon,64
cellular,jul,mon,328
cellular,jul,mon,621
cellular,jul,mon,232
telephone,jul,mon,259
cellular,jul,mon,629
cellular,jul,mon,1103
cellular,jul,mon,317
telephone,jul,mon,126
telephone,jul,mon,66
cellular,jul,mon,385
telephone,jul,mon,1356
cellular,jul,mon,190
telephone,jul,mon,173
cellular,jul,mon,61
cellular,jul,mon,74
telephone,jul,mon,86
cellular,jul,mon,94
cellular,jul,mon,56
telephone,jul,mon,69
cellular,jul,mon,326
cellular,jul,mon,497
cellular,jul,mon,21
cellular,jul,mon,223
cellular,jul,mon,179
cellular,jul,mon,236
cellular,jul,mon,87
cellular,jul,mon,66
cellular,jul,mon,207
cellular,jul,mon,385
cellular,jul,mon,137
cellular,jul,mon,459
cellular,jul,mon,217
cellular,jul,mon,247
cellular,jul,mon,289
cellular,jul,mon,173
cellular,jul,mon,130
cellular,jul,mon,332
cellular,jul,mon,114
cellular,jul,mon,166
cellular,jul,mon,183
cellular,jul,mon,94
cellular,jul,mon,169
cellular,jul,mon,385
cellular,jul,mon,248
cellular,jul,mon,889
cellular,jul,mon,118
cellular,jul,mon,199
cellular,jul,mon,240
cellular,jul,mon,128
cellular,jul,mon,556
cellular,jul,mon,199
telephone,jul,mon,199
cellular,jul,mon,39
telephone,jul,mon,256
cellular,jul,mon,174
cellular,jul,mon,161
cellular,jul,mon,461
cellular,jul,mon,187
cellular,jul,mon,201
cellular,jul,mon,206
cellular,jul,mon,139
cellular,jul,mon,643
cellular,jul,mon,297
cellular,jul,mon,44
cellular,jul,mon,121
cellular,jul,mon,130
cellular,jul,mon,106
cellular,jul,mon,480
cellular,jul,mon,51
cellular,jul,mon,532
cellular,jul,mon,575
cellular,jul,mon,445
cellular,jul,mon,554
cellular,jul,mon,129
cellular,jul,mon,46
cellular,jul,mon,254
cellular,jul,mon,226
cellular,jul,mon,224
telephone,jul,mon,118
cellular,jul,mon,1200
cellular,jul,mon,295
cellular,jul,mon,268
cellular,jul,mon,174
cellular,jul,mon,630
cellular,jul,mon,209
cellular,jul,mon,243
cellular,jul,mon,111
cellular,jul,mon,451
cellular,jul,mon,192
cellular,jul,mon,154
cellular,jul,mon,162
cellular,jul,mon,933
cellular,jul,mon,110
cellular,jul,mon,86
cellular,jul,mon,448
cellular,jul,mon,261
cellular,jul,mon,120
cellular,jul,mon,151
cellular,jul,mon,199
telephone,jul,mon,94
cellular,jul,mon,97
cellular,jul,mon,531
cellular,jul,mon,112
cellular,jul,mon,80
telephone,jul,mon,41
cellular,jul,mon,153
cellular,jul,mon,210
telephone,jul,mon,130
cellular,jul,mon,599
cellular,jul,mon,236
cellular,jul,mon,532
cellular,jul,mon,849
cellular,jul,mon,136
cellular,jul,mon,500
cellular,jul,mon,212
cellular,jul,mon,337
cellular,jul,mon,1467
cellular,jul,mon,246
cellular,jul,mon,117
cellular,jul,mon,234
cellular,jul,mon,387
cellular,jul,mon,353
cellular,jul,mon,500
telephone,jul,mon,267
cellular,jul,mon,387
cellular,jul,mon,313
cellular,jul,mon,535
cellular,jul,mon,326
cellular,jul,mon,175
cellular,jul,mon,973
telephone,jul,mon,188
telephone,jul,mon,141
cellular,jul,mon,422
cellular,jul,mon,354
cellular,jul,mon,835
cellular,jul,mon,511
cellular,jul,mon,209
telephone,jul,mon,194
cellular,jul,mon,166
cellular,jul,mon,1165
cellular,jul,mon,113
cellular,jul,mon,98
cellular,jul,mon,190
cellular,jul,mon,104
cellular,jul,mon,88
cellular,jul,mon,316
telephone,jul,mon,211
cellular,jul,mon,455
cellular,jul,mon,830
cellular,jul,mon,208
telephone,jul,mon,95
cellular,jul,mon,167
cellular,jul,mon,108
cellular,jul,mon,375
cellular,jul,mon,457
cellular,jul,mon,216
cellular,jul,mon,299
cellular,jul,mon,366
cellular,jul,mon,238
cellular,jul,mon,281
cellular,jul,mon,270
cellular,jul,mon,234
cellular,jul,mon,68
cellular,jul,mon,107
cellular,jul,mon,92
cellular,jul,mon,159
cellular,jul,mon,247
cellular,jul,mon,97
cellular,jul,mon,228
cellular,jul,mon,293
cellular,jul,mon,88
telephone,jul,mon,143
cellular,jul,mon,273
cellular,jul,mon,152
cellular,jul,mon,87
telephone,jul,mon,339
cellular,jul,mon,98
telephone,jul,mon,70
cellular,jul,mon,244
cellular,jul,mon,264
cellular,jul,mon,280
cellular,jul,mon,116
cellular,jul,mon,164
cellular,jul,mon,25
cellular,jul,mon,196
cellular,jul,mon,36
cellular,jul,mon,214
cellular,jul,mon,277
cellular,jul,mon,95
cellular,jul,mon,116
cellular,jul,mon,305
cellular,jul,mon,15
telephone,jul,mon,237
cellular,jul,mon,263
cellular,jul,mon,224
cellular,jul,mon,210
cellular,jul,mon,333
cellular,jul,mon,627
cellular,jul,mon,100
cellular,jul,mon,75
telephone,jul,mon,416
cellular,jul,mon,221
cellular,jul,mon,51
cellular,jul,mon,199
cellular,jul,mon,576
cellular,jul,mon,340
cellular,jul,mon,377
telephone,jul,mon,260
cellular,jul,mon,255
cellular,jul,mon,160
cellular,jul,mon,96
telephone,jul,mon,543
cellular,jul,mon,182
cellular,jul,mon,104
cellular,jul,mon,13
cellular,jul,mon,167
cellular,jul,mon,224
cellular,jul,mon,317
cellular,jul,mon,179
cellular,jul,mon,74
cellular,jul,mon,422
cellular,jul,mon,447
cellular,jul,mon,380
cellular,jul,mon,371
cellular,jul,mon,122
cellular,jul,mon,159
cellular,jul,mon,79
cellular,jul,mon,261
cellular,jul,mon,140
telephone,jul,mon,360
cellular,jul,mon,500
cellular,jul,mon,234
telephone,jul,mon,146
cellular,jul,mon,407
cellular,jul,mon,416
cellular,jul,mon,756
telephone,jul,mon,122
cellular,jul,mon,339
cellular,jul,mon,500
telephone,jul,mon,352
cellular,jul,mon,16
cellular,jul,mon,288
cellular,jul,mon,164
cellular,jul,mon,100
telephone,jul,mon,245
cellular,jul,mon,95
cellular,jul,mon,285
cellular,jul,mon,88
cellular,jul,mon,78
cellular,jul,mon,422
cellular,jul,mon,719
telephone,jul,mon,167
telephone,jul,mon,336
telephone,jul,mon,89
cellular,jul,mon,112
cellular,jul,mon,208
cellular,jul,mon,221
cellular,jul,mon,624
cellular,jul,mon,252
cellular,jul,mon,230
cellular,jul,mon,482
telephone,jul,mon,564
cellular,jul,mon,53
cellular,jul,mon,279
cellular,jul,mon,136
cellular,jul,mon,242
cellular,jul,mon,185
telephone,jul,mon,9
cellular,jul,mon,205
cellular,jul,mon,131
cellular,jul,mon,15
cellular,jul,mon,192
cellular,jul,mon,118
cellular,jul,mon,219
cellular,jul,mon,214
cellular,jul,tue,188
cellular,jul,tue,262
cellular,jul,tue,226
cellular,jul,tue,290
cellular,jul,tue,342
cellular,jul,tue,140
cellular,jul,tue,161
cellular,jul,tue,259
cellular,jul,tue,47
cellular,jul,tue,163
cellular,jul,tue,491
cellular,jul,tue,220
cellular,jul,tue,104
telephone,jul,tue,54
telephone,jul,tue,141
cellular,jul,tue,109
cellular,jul,tue,259
cellular,jul,tue,183
cellular,jul,tue,24
cellular,jul,tue,216
telephone,jul,tue,58
cellular,jul,tue,123
cellular,jul,tue,146
cellular,jul,tue,362
cellular,jul,tue,124
cellular,jul,tue,191
cellular,jul,tue,509
cellular,jul,tue,431
cellular,jul,tue,160
cellular,jul,tue,175
cellular,jul,tue,178
cellular,jul,tue,186
cellular,jul,tue,395
cellular,jul,tue,143
cellular,jul,tue,740
cellular,jul,tue,534
cellular,jul,tue,201
cellular,jul,tue,320
cellular,jul,tue,144
cellular,jul,tue,425
cellular,jul,tue,59
telephone,jul,tue,208
cellular,jul,tue,85
cellular,jul,tue,290
cellular,jul,tue,31
cellular,jul,tue,393
cellular,jul,tue,82
cellular,jul,tue,523
cellular,jul,tue,136
cellular,jul,tue,203
cellular,jul,tue,144
cellular,jul,tue,152
cellular,jul,tue,119
cellular,jul,tue,732
cellular,jul,tue,136
cellular,jul,tue,733
cellular,jul,tue,85
cellular,jul,tue,524
telephone,jul,tue,377
cellular,jul,tue,286
cellular,jul,tue,304
cellular,jul,tue,106
cellular,jul,tue,42
cellular,jul,tue,711
cellular,jul,tue,97
cellular,jul,tue,288
cellular,jul,tue,99
cellular,jul,tue,238
cellular,jul,tue,136
cellular,jul,tue,367
cellular,jul,tue,188
cellular,jul,tue,531
cellular,jul,tue,217
cellular,jul,tue,256
cellular,jul,tue,634
cellular,jul,tue,124
cellular,jul,tue,260
cellular,jul,tue,460
cellular,jul,tue,133
cellular,jul,tue,166
cellular,jul,tue,1046
cellular,jul,tue,143
cellular,jul,tue,116
cellular,jul,tue,265
telephone,jul,tue,176
cellular,jul,tue,130
cellular,jul,tue,130
cellular,jul,tue,96
cellular,jul,tue,272
cellular,jul,tue,90
cellular,jul,tue,71
cellular,jul,tue,705
cellular,jul,tue,106
cellular,jul,tue,185
cellular,jul,tue,992
cellular,jul,tue,455
cellular,jul,tue,253
cellular,jul,tue,187
cellular,jul,tue,154
cellular,jul,tue,114
cellular,jul,tue,154
cellular,jul,tue,201
cellular,jul,tue,574
cellular,jul,tue,202
cellular,jul,tue,46
cellular,jul,tue,401
cellular,jul,tue,86
cellular,jul,tue,191
cellular,jul,tue,362
telephone,jul,tue,287
cellular,jul,tue,92
cellular,jul,tue,574
cellular,jul,tue,220
cellular,jul,tue,249
cellular,jul,tue,120
cellular,jul,tue,113
cellular,jul,tue,359
cellular,jul,tue,443
cellular,jul,tue,402
cellular,jul,tue,165
cellular,jul,tue,71
telephone,jul,tue,190
cellular,jul,tue,143
telephone,jul,tue,186
cellular,jul,tue,325
cellular,jul,tue,1767
cellular,jul,tue,145
cellular,jul,tue,125
cellular,jul,tue,156
cellular,jul,tue,630
cellular,jul,tue,116
cellular,jul,tue,188
cellular,jul,tue,199
cellular,jul,tue,545
cellular,jul,tue,681
cellular,jul,tue,489
cellular,jul,tue,156
cellular,jul,tue,483
cellular,jul,tue,165
cellular,jul,tue,197
cellular,jul,tue,245
cellular,jul,tue,113
cellular,jul,tue,173
cellular,jul,tue,214
cellular,jul,tue,1082
cellular,jul,tue,206
cellular,jul,tue,730
cellular,jul,tue,143
cellular,jul,tue,125
cellular,jul,tue,259
cellular,jul,tue,154
cellular,jul,tue,70
cellular,jul,tue,211
cellular,jul,tue,163
cellular,jul,tue,123
cellular,jul,tue,716
cellular,jul,tue,297
cellular,jul,tue,86
cellular,jul,tue,122
cellular,jul,tue,116
cellular,jul,tue,250
cellular,jul,tue,338
cellular,jul,tue,212
cellular,jul,tue,586
telephone,jul,tue,77
cellular,jul,tue,413
cellular,jul,tue,97
cellular,jul,tue,135
cellular,jul,tue,361
cellular,jul,tue,293
cellular,jul,tue,528
cellular,jul,tue,220
cellular,jul,tue,803
cellular,jul,tue,141
cellular,jul,tue,188
cellular,jul,tue,604
cellular,jul,tue,159
cellular,jul,tue,498
cellular,jul,tue,220
cellular,jul,tue,285
cellular,jul,tue,231
cellular,jul,tue,305
cellular,jul,tue,154
cellular,jul,tue,96
cellular,jul,tue,221
cellular,jul,tue,83
cellular,jul,tue,454
cellular,jul,tue,353
cellular,jul,tue,215
cellular,jul,tue,163
cellular,jul,tue,121
cellular,jul,tue,185
cellular,jul,tue,297
cellular,jul,tue,266
cellular,jul,tue,491
cellular,jul,tue,303
telephone,jul,tue,112
cellular,jul,tue,61
cellular,jul,tue,306
cellular,jul,tue,1027
cellular,jul,tue,831
cellular,jul,tue,510
cellular,jul,tue,338
cellular,jul,tue,107
cellular,jul,tue,138
cellular,jul,tue,210
cellular,jul,tue,58
cellular,jul,tue,305
cellular,jul,tue,349
cellular,jul,tue,312
cellular,jul,tue,283
cellular,jul,tue,55
cellular,jul,tue,360
cellular,jul,tue,216
cellular,jul,tue,327
cellular,jul,tue,317
cellular,jul,tue,76
cellular,jul,tue,202
cellular,jul,tue,108
cellular,jul,tue,301
telephone,jul,tue,460
cellular,jul,tue,194
cellular,jul,tue,165
cellular,jul,tue,64
cellular,jul,tue,141
cellular,jul,tue,82
cellular,jul,tue,84
cellular,jul,tue,89
cellular,jul,tue,136
cellular,jul,tue,158
cellular,jul,tue,161
cellular,jul,tue,203
cellular,jul,tue,54
cellular,jul,tue,632
cellular,jul,tue,158
cellular,jul,tue,192
cellular,jul,tue,144
cellular,jul,tue,251
cellular,jul,tue,319
cellular,jul,tue,635
cellular,jul,tue,584
cellular,jul,tue,157
cellular,jul,tue,606
cellular,jul,tue,78
cellular,jul,tue,119
cellular,jul,tue,192
cellular,jul,tue,214
cellular,jul,tue,1720
cellular,jul,tue,355
cellular,jul,tue,452
cellular,jul,tue,819
cellular,jul,tue,623
cellular,jul,tue,294
telephone,jul,tue,63
cellular,jul,tue,280
cellular,jul,tue,518
telephone,jul,tue,336
cellular,jul,tue,171
cellular,jul,tue,326
cellular,jul,tue,55
cellular,jul,tue,302
cellular,jul,tue,323
telephone,jul,tue,346
cellular,jul,tue,291
cellular,jul,tue,426
telephone,jul,tue,107
cellular,jul,tue,483
cellular,jul,tue,289
cellular,jul,tue,262
cellular,jul,tue,52
cellular,jul,tue,517
telephone,jul,tue,71
cellular,jul,tue,554
cellular,jul,tue,96
cellular,jul,tue,59
cellular,jul,tue,228
cellular,jul,tue,242
cellular,jul,tue,150
cellular,jul,tue,154
cellular,jul,tue,658
cellular,jul,tue,117
cellular,jul,tue,362
cellular,jul,tue,124
cellular,jul,tue,145
cellular,jul,tue,1061
cellular,jul,tue,268
cellular,jul,tue,237
cellular,jul,tue,378
cellular,jul,tue,171
cellular,jul,tue,286
cellular,jul,tue,392
cellular,jul,tue,218
cellular,jul,tue,21
telephone,jul,tue,116
cellular,jul,tue,201
cellular,jul,tue,1344
cellular,jul,tue,520
cellular,jul,tue,137
cellular,jul,tue,82
cellular,jul,tue,687
telephone,jul,tue,212
telephone,jul,tue,243
cellular,jul,tue,160
telephone,jul,tue,49
telephone,jul,tue,65
cellular,jul,tue,376
cellular,jul,tue,476
telephone,jul,tue,379
cellular,jul,tue,141
cellular,jul,tue,155
cellular,jul,tue,90
telephone,jul,tue,17
cellular,jul,tue,140
cellular,jul,tue,187
cellular,jul,tue,136
cellular,jul,tue,416
telephone,jul,tue,389
cellular,jul,tue,283
telephone,jul,tue,554
cellular,jul,tue,17
cellular,jul,tue,22
cellular,jul,tue,38
cellular,jul,tue,109
cellular,jul,tue,480
cellular,jul,tue,141
cellular,jul,tue,212
cellular,jul,tue,249
cellular,jul,tue,227
cellular,jul,tue,256
cellular,jul,tue,141
telephone,jul,tue,153
cellular,jul,tue,120
cellular,jul,tue,333
cellular,jul,tue,279
cellular,jul,tue,241
telephone,jul,tue,103
cellular,jul,tue,861
telephone,jul,tue,114
cellular,jul,tue,284
telephone,jul,tue,127
cellular,jul,tue,136
cellular,jul,tue,250
cellular,jul,tue,529
cellular,jul,tue,244
cellular,jul,tue,199
telephone,jul,tue,104
cellular,jul,tue,191
cellular,jul,tue,369
cellular,jul,tue,161
cellular,jul,tue,89
cellular,jul,tue,195
cellular,jul,tue,214
cellular,jul,tue,1111
cellular,jul,tue,71
cellular,jul,tue,183
telephone,jul,tue,258
cellular,jul,tue,173
cellular,jul,tue,329
cellular,jul,tue,225
cellular,jul,tue,210
telephone,jul,tue,320
cellular,jul,tue,1011
cellular,jul,tue,142
telephone,jul,tue,280
cellular,jul,wed,184
cellular,jul,wed,75
cellular,jul,wed,353
cellular,jul,wed,126
cellular,jul,wed,183
cellular,jul,wed,95
cellular,jul,wed,477
cellular,jul,wed,131
cellular,jul,wed,134
cellular,jul,wed,85
cellular,jul,wed,157
cellular,jul,wed,254
cellular,jul,wed,394
cellular,jul,wed,139
cellular,jul,wed,80
cellular,jul,wed,53
cellular,jul,wed,618
cellular,jul,wed,129
cellular,jul,wed,136
cellular,jul,wed,154
cellular,jul,wed,265
telephone,jul,wed,250
cellular,jul,wed,82
cellular,jul,wed,158
cellular,jul,wed,1272
cellular,jul,wed,182
cellular,jul,wed,207
cellular,jul,wed,95
cellular,jul,wed,253
cellular,jul,wed,72
cellular,jul,wed,132
cellular,jul,wed,259
cellular,jul,wed,261
cellular,jul,wed,815
cellular,jul,wed,205
cellular,jul,wed,537
cellular,jul,wed,323
cellular,jul,wed,64
cellular,jul,wed,679
telephone,jul,wed,42
cellular,jul,wed,63
cellular,jul,wed,2122
cellular,jul,wed,618
cellular,jul,wed,183
cellular,jul,wed,199
cellular,jul,wed,296
cellular,jul,wed,206
cellular,jul,wed,133
cellular,jul,wed,317
cellular,jul,wed,107
cellular,jul,wed,97
cellular,jul,wed,128
cellular,jul,wed,75
cellular,jul,wed,296
cellular,jul,wed,74
cellular,jul,wed,402
cellular,jul,wed,126
cellular,jul,wed,65
cellular,jul,wed,389
cellular,jul,wed,99
cellular,jul,wed,99
cellular,jul,wed,194
cellular,jul,wed,420
cellular,jul,wed,191
cellular,jul,wed,697
cellular,jul,wed,96
telephone,jul,wed,138
cellular,jul,wed,110
cellular,jul,wed,55
cellular,jul,wed,45
cellular,jul,wed,175
cellular,jul,wed,139
cellular,jul,wed,153
cellular,jul,wed,80
cellular,jul,wed,185
cellular,jul,wed,128
cellular,jul,wed,349
cellular,jul,wed,62
cellular,jul,wed,72
cellular,jul,wed,51
cellular,jul,wed,570
cellular,jul,wed,99
cellular,jul,wed,173
cellular,jul,wed,184
cellular,jul,wed,272
cellular,jul,wed,166
cellular,jul,wed,42
cellular,jul,wed,127
cellular,jul,wed,85
cellular,jul,wed,225
cellular,jul,wed,761
telephone,jul,wed,42
cellular,jul,wed,206
cellular,jul,wed,781
cellular,jul,wed,125
cellular,jul,wed,113
cellular,jul,wed,92
telephone,jul,wed,16
cellular,jul,wed,51
cellular,jul,wed,89
cellular,jul,wed,205
cellular,jul,wed,125
cellular,jul,wed,128
cellular,jul,wed,91
cellular,jul,wed,65
cellular,jul,wed,194
cellular,jul,wed,147
cellular,jul,wed,112
cellular,jul,wed,82
telephone,jul,wed,25
cellular,jul,wed,85
cellular,jul,wed,285
cellular,jul,wed,61
cellular,jul,wed,174
cellular,jul,wed,42
cellular,jul,wed,92
cellular,jul,wed,130
cellular,jul,wed,44
cellular,jul,wed,145
telephone,jul,wed,238
cellular,jul,wed,160
cellular,jul,wed,645
telephone,jul,wed,990
cellular,jul,wed,254
cellular,jul,wed,64
cellular,jul,wed,115
cellular,jul,wed,113
cellular,jul,wed,662
cellular,jul,wed,625
cellular,jul,wed,126
cellular,jul,wed,189
cellular,jul,wed,124
cellular,jul,wed,321
cellular,jul,wed,482
cellular,jul,wed,215
cellular,jul,wed,727
cellular,jul,wed,189
cellular,jul,wed,127
telephone,jul,wed,196
cellular,jul,wed,87
cellular,jul,wed,112
cellular,jul,wed,290
cellular,jul,wed,310
cellular,jul,wed,389
cellular,jul,wed,294
cellular,jul,wed,611
cellular,jul,wed,259
cellular,jul,wed,156
cellular,jul,wed,275
cellular,jul,wed,143
cellular,jul,wed,92
cellular,jul,wed,82
cellular,jul,wed,222
cellular,jul,wed,175
cellular,jul,wed,148
cellular,jul,wed,366
cellular,jul,wed,138
cellular,jul,wed,121
cellular,jul,wed,337
cellular,jul,wed,236
telephone,jul,wed,52
cellular,jul,wed,90
cellular,jul,wed,426
cellular,jul,wed,332
telephone,jul,wed,135
cellular,jul,wed,127
cellular,jul,wed,72
cellular,jul,wed,186
cellular,jul,wed,219
cellular,jul,wed,180
cellular,jul,wed,111
cellular,jul,wed,273
cellular,jul,wed,349
cellular,jul,wed,590
cellular,jul,wed,90
cellular,jul,wed,96
cellular,jul,wed,899
cellular,jul,wed,72
cellular,jul,wed,113
telephone,jul,wed,54
cellular,jul,wed,1121
cellular,jul,wed,81
cellular,jul,wed,628
cellular,jul,wed,118
cellular,jul,wed,119
cellular,jul,wed,1139
cellular,jul,wed,97
cellular,jul,wed,171
cellular,jul,wed,1156
cellular,jul,wed,71
cellular,jul,wed,668
cellular,jul,wed,183
cellular,jul,wed,128
cellular,jul,wed,171
cellular,jul,wed,76
cellular,jul,wed,89
cellular,jul,wed,188
cellular,jul,wed,869
cellular,jul,wed,242
cellular,jul,wed,98
cellular,jul,wed,175
telephone,jul,wed,87
cellular,jul,wed,100
cellular,jul,wed,89
telephone,jul,wed,31
cellular,jul,wed,205
cellular,jul,wed,167
cellular,jul,wed,108
cellular,jul,wed,180
cellular,jul,wed,31
cellular,jul,wed,494
cellular,jul,wed,96
cellular,jul,wed,133
