id,age,age_bin,job,marital,education,education_ord,young_short_call
8983,35,25-34,blue-collar,divorced,basic.9y,3.0,0
8984,57,50-64,self-employed,married,university.degree,5.0,0
8985,50,35-49,technician,married,professional.course,6.0,0
8986,43,35-49,admin.,married,,,0
8987,41,35-49,blue-collar,divorced,professional.course,6.0,0
8988,47,35-49,blue-collar,married,basic.6y,2.0,0
8989,48,35-49,blue-collar,divorced,basic.4y,1.0,0
8990,45,35-49,technician,married,professional.course,6.0,0
8991,30,25-34,blue-collar,single,basic.9y,3.0,0
8992,45,35-49,blue-collar,married,basic.6y,2.0,0
8993,34,25-34,entrepreneur,married,basic.4y,1.0,1
8994,56,50-64,admin.,divorced,,,0
8995,36,35-49,admin.,married,high.school,4.0,0
8996,45,35-49,blue-collar,married,basic.6y,2.0,0
8997,31,25-34,admin.,single,basic.9y,3.0,1
8998,40,35-49,blue-collar,married,basic.9y,3.0,0
8999,41,35-49,admin.,married,high.school,4.0,0
9000,32,25-34,services,married,high.school,4.0,1
9001,52,50-64,housemaid,married,basic.4y,1.0,0
9002,39,35-49,admin.,married,high.school,4.0,0
9003,47,35-49,blue-collar,married,basic.9y,3.0,0
9004,29,25-34,services,single,high.school,4.0,0
9005,46,35-49,management,married,basic.6y,2.0,0
9006,34,25-34,services,single,high.school,4.0,0
9007,35,25-34,technician,single,high.school,4.0,0
9008,30,25-34,technician,divorced,professional.course,6.0,0
9009,31,25-34,entrepreneur,married,university.degree,5.0,1
9010,37,35-49,blue-collar,married,basic.9y,3.0,0
9011,40,35-49,admin.,married,high.school,4.0,0
9012,47,35-49,blue-collar,married,basic.4y,1.0,0
9013,43,35-49,admin.,married,professional.course,6.0,0
9014,30,25-34,blue-collar,married,basic.9y,3.0,1
9015,41,35-49,services,married,high.school,4.0,0
9016,46,35-49,admin.,divorced,university.degree,5.0,0
9017,32,25-34,technician,married,professional.course,6.0,0
9018,47,35-49,entrepreneur,married,professional.course,6.0,0
9019,32,25-34,services,single,basic.6y,2.0,1
9020,37,35-49,entrepreneur,married,basic.9y,3.0,0
9021,27,25-34,blue-collar,single,basic.9y,3.0,0
9022,39,35-49,admin.,married,university.degree,5.0,0
9023,56,50-64,technician,married,professional.course,6.0,0
9024,39,35-49,management,divorced,university.degree,5.0,0
9025,35,25-34,blue-collar,married,basic.6y,2.0,0
9026,36,35-49,management,divorced,professional.course,6.0,0
9027,49,35-49,technician,married,university.degree,5.0,0
9028,40,35-49,entrepreneur,married,basic.9y,3.0,0
9029,34,25-34,blue-collar,divorced,professional.course,6.0,0
9030,51,50-64,unemployed,married,high.school,4.0,0
9031,38,35-49,entrepreneur,married,university.degree,5.0,0
9032,37,35-49,admin.,married,basic.9y,3.0,0
9033,51,50-64,admin.,married,university.degree,5.0,0
9034,34,25-34,admin.,single,basic.9y,3.0,0
9035,47,35-49,admin.,married,,,0
9036,38,35-49,management,married,high.school,4.0,0
9037,43,35-49,services,married,basic.9y,3.0,0
9038,46,35-49,blue-collar,married,basic.9y,3.0,0
9039,38,35-49,admin.,single,high.school,4.0,0
9040,25,<25,services,single,professional.course,6.0,1
9041,37,35-49,technician,married,professional.course,6.0,0
9042,46,35-49,admin.,divorced,university.degree,5.0,0
9043,52,50-64,blue-collar,married,,,0
9044,34,25-34,admin.,single,university.degree,5.0,1
9045,37,35-49,technician,married,professional.course,6.0,0
9046,40,35-49,admin.,married,university.degree,5.0,0
9047,27,25-34,blue-collar,married,basic.4y,1.0,1
9048,43,35-49,technician,married,basic.9y,3.0,0
9049,29,25-34,blue-collar,married,high.school,4.0,0
9050,45,35-49,self-employed,married,university.degree,5.0,0
9051,36,35-49,services,married,high.school,4.0,0
9052,30,25-34,management,single,university.degree,5.0,1
9053,48,35-49,admin.,divorced,high.school,4.0,0
9054,41,35-49,admin.,married,high.school,4.0,0
9055,42,35-49,admin.,married,university.degree,5.0,0
9056,37,35-49,blue-collar,married,basic.4y,1.0,0
9057,48,35-49,blue-collar,married,basic.4y,1.0,0
9058,38,35-49,unemployed,married,basic.4y,1.0,0
9059,41,35-49,technician,married,university.degree,5.0,0
9060,35,25-34,technician,married,professional.course,6.0,0
9061,39,35-49,blue-collar,married,basic.6y,2.0,0
9062,45,35-49,services,divorced,,,0
9063,23,<25,blue-collar,married,high.school,4.0,1
9064,42,35-49,unemployed,married,basic.6y,2.0,0
9065,31,25-34,services,married,high.school,4.0,1
9066,43,35-49,blue-collar,married,basic.9y,3.0,0
9067,25,<25,technician,single,university.degree,5.0,1
9068,36,35-49,admin.,married,high.school,4.0,0
9069,46,35-49,technician,married,professional.course,6.0,0
9070,57,50-64,technician,single,professional.course,6.0,0
9071,41,35-49,blue-collar,married,basic.4y,1.0,0
9072,44,35-49,services,married,high.school,4.0,0
9073,53,50-64,technician,married,professional.course,6.0,0
9074,46,35-49,management,married,university.degree,5.0,0
9075,29,25-34,services,single,high.school,4.0,0
9076,45,35-49,housemaid,married,professional.course,6.0,0
9077,42,35-49,blue-collar,divorced,high.school,4.0,0
9078,50,35-49,blue-collar,married,basic.4y,1.0,0
9079,44,35-49,housemaid,married,basic.4y,1.0,0
9080,32,25-34,housemaid,married,high.school,4.0,0
9081,32,25-34,housemaid,single,high.school,4.0,0
9082,35,25-34,admin.,married,university.degree,5.0,0
9083,30,25-34,services,married,high.school,4.0,1
9084,30,25-34,services,married,high.school,4.0,1
9085,30,25-34,services,married,high.school,4.0,1
9086,31,25-34,services,married,high.school,4.0,1
9087,50,35-49,entrepreneur,married,,,0
9088,36,35-49,blue-collar,married,high.school,4.0,0
9089,48,35-49,admin.,divorced,university.degree,5.0,0
9090,36,35-49,blue-collar,married,high.school,4.0,0
9091,50,35-49,blue-collar,married,basic.4y,1.0,0
9092,47,35-49,entrepreneur,married,,,0
9093,54,50-64,retired,married,professional.course,6.0,0
9094,33,25-34,admin.,single,university.degree,5.0,1
9095,41,35-49,management,married,high.school,4.0,0
9096,35,25-34,services,married,high.school,4.0,0
9097,33,25-34,blue-collar,single,basic.9y,3.0,0
9098,44,35-49,management,single,university.degree,5.0,0
9099,38,35-49,blue-collar,divorced,,,0
9100,46,35-49,blue-collar,married,high.school,4.0,0
9101,35,25-34,blue-collar,married,basic.9y,3.0,0
9102,39,35-49,services,married,high.school,4.0,0
9103,33,25-34,blue-collar,married,basic.9y,3.0,0
9104,60,50-64,admin.,single,high.school,4.0,0
9105,36,35-49,technician,married,professional.course,6.0,0
9106,54,50-64,technician,married,basic.9y,3.0,0
9107,35,25-34,technician,married,university.degree,5.0,0
9108,32,25-34,management,married,high.school,4.0,1
9109,30,25-34,blue-collar,married,basic.9y,3.0,0
9110,34,25-34,services,married,high.school,4.0,0
9111,54,50-64,entrepreneur,married,basic.9y,3.0,0
9112,50,35-49,admin.,married,high.school,4.0,0
9113,41,35-49,housemaid,married,basic.6y,2.0,0
9114,54,50-64,management,married,high.school,4.0,0
9115,44,35-49,technician,married,basic.9y,3.0,0
9116,31,25-34,blue-collar,married,,,0
9117,38,35-49,technician,married,professional.course,6.0,0
9118,53,50-64,services,married,high.school,4.0,0
9119,37,35-49,blue-collar,married,basic.4y,1.0,0
9120,49,35-49,technician,married,professional.course,6.0,0
9121,45,35-49,self-employed,married,basic.4y,1.0,0
9122,40,35-49,technician,married,professional.course,6.0,0
9123,50,35-49,blue-collar,married,basic.4y,1.0,0
9124,41,35-49,blue-collar,married,basic.9y,3.0,0
9125,56,50-64,blue-collar,married,basic.4y,1.0,0
9126,43,35-49,blue-collar,married,basic.9y,3.0,0
9127,34,25-34,admin.,married,university.degree,5.0,0
9128,54,50-64,technician,married,university.degree,5.0,0
9129,57,50-64,management,divorced,university.degree,5.0,0
9130,58,50-64,technician,married,,,0
9131,54,50-64,technician,married,university.degree,5.0,0
9132,42,35-49,blue-collar,married,basic.6y,2.0,0
9133,47,35-49,technician,married,basic.9y,3.0,0
9134,31,25-34,admin.,single,university.degree,5.0,1
9135,48,35-49,unemployed,married,high.school,4.0,0
9136,36,35-49,management,married,university.degree,5.0,0
9137,39,35-49,blue-collar,married,basic.9y,3.0,0
9138,27,25-34,services,single,professional.course,6.0,1
9139,33,25-34,admin.,married,professional.course,6.0,0
9140,30,25-34,self-employed,married,professional.course,6.0,1
9141,50,35-49,management,married,university.degree,5.0,0
9142,50,35-49,self-employed,married,university.degree,5.0,0
9143,41,35-49,admin.,single,high.school,4.0,0
9144,26,25-34,services,single,high.school,4.0,0
9145,51,50-64,services,married,high.school,4.0,0
9146,32,25-34,admin.,single,university.degree,5.0,0
9147,44,35-49,blue-collar,married,basic.4y,1.0,0
9148,44,35-49,blue-collar,married,basic.4y,1.0,0
9149,39,35-49,technician,married,,,0
9150,56,50-64,blue-collar,married,basic.4y,1.0,0
9151,35,25-34,blue-collar,single,,,0
9152,40,35-49,admin.,divorced,basic.9y,3.0,0
9153,41,35-49,blue-collar,married,basic.4y,1.0,0
9154,29,25-34,technician,married,professional.course,6.0,1
9155,48,35-49,services,married,high.school,4.0,0
9156,33,25-34,blue-collar,married,basic.4y,1.0,0
9157,31,25-34,blue-collar,single,high.school,4.0,0
9158,52,50-64,self-employed,married,basic.4y,1.0,0
9159,58,50-64,technician,divorced,basic.9y,3.0,0
9160,45,35-49,blue-collar,married,basic.9y,3.0,0
9161,34,25-34,technician,married,professional.course,6.0,0
9162,35,25-34,blue-collar,married,basic.4y,1.0,0
9163,32,25-34,technician,single,high.school,4.0,0
9164,50,35-49,services,married,,,0
9165,53,50-64,blue-collar,married,basic.4y,1.0,0
9166,45,35-49,admin.,single,basic.9y,3.0,0
9167,36,35-49,services,married,high.school,4.0,0
9168,52,50-64,technician,married,basic.9y,3.0,0
9169,41,35-49,blue-collar,married,high.school,4.0,0
9170,50,35-49,technician,married,professional.course,6.0,0
9171,57,50-64,retired,married,basic.4y,1.0,0
9172,34,25-34,admin.,single,high.school,4.0,1
9173,30,25-34,services,married,high.school,4.0,1
9174,33,25-34,self-employed,married,basic.9y,3.0,0
9175,53,50-64,blue-collar,married,basic.9y,3.0,0
9176,35,25-34,unemployed,married,university.degree,5.0,0
9177,34,25-34,blue-collar,married,basic.9y,3.0,1
9178,41,35-49,technician,married,basic.9y,3.0,0
9179,39,35-49,admin.,married,high.school,4.0,0
9180,55,50-64,services,married,high.school,4.0,0
9181,42,35-49,services,married,professional.course,6.0,0
9182,40,35-49,services,divorced,basic.6y,2.0,0
9183,30,25-34,services,divorced,high.school,4.0,1
9184,56,50-64,blue-collar,married,high.school,4.0,0
9185,41,35-49,management,married,,,0
9186,32,25-34,blue-collar,married,high.school,4.0,0
9187,35,25-34,admin.,single,university.degree,5.0,0
9188,42,35-49,retired,married,basic.9y,3.0,0
9189,28,25-34,admin.,single,university.degree,5.0,0
9190,52,50-64,,married,basic.4y,1.0,0
9191,38,35-49,admin.,married,university.degree,5.0,0
9192,35,25-34,unemployed,married,university.degree,5.0,0
9193,58,50-64,services,married,high.school,4.0,0
9194,35,25-34,entrepreneur,divorced,high.school,4.0,0
9195,39,35-49,admin.,single,high.school,4.0,0
9196,37,35-49,blue-collar,married,basic.9y,3.0,0
9197,33,25-34,blue-collar,married,professional.course,6.0,0
9198,40,35-49,admin.,single,high.school,4.0,0
9199,35,25-34,blue-collar,married,high.school,4.0,0
9200,42,35-49,blue-collar,married,basic.4y,1.0,0
9201,26,25-34,entrepreneur,married,university.degree,5.0,1
9202,47,35-49,blue-collar,single,basic.4y,1.0,0
9203,28,25-34,admin.,married,high.school,4.0,0
9204,38,35-49,admin.,married,university.degree,5.0,0
9205,35,25-34,management,single,,,0
9206,36,35-49,blue-collar,married,basic.9y,3.0,0
9207,35,25-34,technician,single,university.degree,5.0,0
9208,28,25-34,entrepreneur,married,basic.9y,3.0,0
9209,43,35-49,management,married,university.degree,5.0,0
9210,38,35-49,housemaid,married,basic.9y,3.0,0
9211,44,35-49,blue-collar,married,basic.9y,3.0,0
9212,42,35-49,technician,single,professional.course,6.0,0
9213,35,25-34,blue-collar,married,basic.9y,3.0,0
9214,32,25-34,unemployed,single,high.school,4.0,0
9215,41,35-49,,married,basic.6y,2.0,0
9216,32,25-34,blue-collar,married,basic.6y,2.0,0
9217,30,25-34,admin.,married,university.degree,5.0,1
9218,35,25-34,admin.,married,high.school,4.0,0
9219,52,50-64,entrepreneur,married,university.degree,5.0,0
9220,48,35-49,blue-collar,married,basic.4y,1.0,0
9221,35,25-34,retired,single,basic.6y,2.0,0
9222,44,35-49,technician,married,professional.course,6.0,0
9223,33,25-34,admin.,single,university.degree,5.0,1
9224,47,35-49,admin.,married,high.school,4.0,0
9225,30,25-34,admin.,divorced,university.degree,5.0,1
9226,47,35-49,admin.,married,high.school,4.0,0
9227,46,35-49,self-employed,single,high.school,4.0,0
9228,43,35-49,blue-collar,married,basic.9y,3.0,0
9229,54,50-64,blue-collar,married,basic.9y,3.0,0
9230,33,25-34,services,married,high.school,4.0,1
9231,40,35-49,blue-collar,married,basic.9y,3.0,0
9232,40,35-49,blue-collar,married,basic.4y,1.0,0
9233,46,35-49,admin.,married,university.degree,5.0,0
9234,31,25-34,admin.,married,high.school,4.0,1
9235,36,35-49,entrepreneur,married,university.degree,5.0,0
9236,46,35-49,entrepreneur,married,,,0
9237,48,35-49,blue-collar,married,basic.6y,2.0,0
9238,30,25-34,blue-collar,married,basic.9y,3.0,0
9239,50,35-49,management,married,university.degree,5.0,0
9240,40,35-49,blue-collar,married,professional.course,6.0,0
9241,58,50-64,services,married,basic.4y,1.0,0
9242,58,50-64,services,married,basic.4y,1.0,0
9243,48,35-49,blue-collar,married,basic.6y,2.0,0
9244,43,35-49,blue-collar,married,basic.4y,1.0,0
9245,27,25-34,self-employed,single,university.degree,5.0,1
9246,51,50-64,admin.,married,basic.9y,3.0,0
9247,39,35-49,blue-collar,married,basic.9y,3.0,0
9248,35,25-34,admin.,married,university.degree,5.0,0
9249,42,35-49,blue-collar,married,basic.9y,3.0,0
9250,58,50-64,housemaid,married,high.school,4.0,0
9251,34,25-34,blue-collar,married,basic.4y,1.0,1
9252,44,35-49,self-employed,divorced,high.school,4.0,0
9253,40,35-49,admin.,married,university.degree,5.0,0
9254,51,50-64,technician,married,basic.6y,2.0,0
9255,42,35-49,technician,married,basic.9y,3.0,0
9256,51,50-64,admin.,married,high.school,4.0,0
9257,48,35-49,self-employed,married,university.degree,5.0,0
9258,47,35-49,services,married,high.school,4.0,0
9259,46,35-49,technician,divorced,university.degree,5.0,0
9260,34,25-34,admin.,married,university.degree,5.0,1
9261,31,25-34,technician,married,professional.course,6.0,1
9262,37,35-49,blue-collar,married,basic.9y,3.0,0
9263,58,50-64,management,married,basic.4y,1.0,0
9264,37,35-49,technician,married,professional.course,6.0,0
9265,35,25-34,blue-collar,married,basic.9y,3.0,0
9266,39,35-49,unemployed,married,university.degree,5.0,0
9267,45,35-49,unemployed,married,basic.4y,1.0,0
9268,41,35-49,blue-collar,married,basic.9y,3.0,0
9269,29,25-34,admin.,married,high.school,4.0,0
9270,33,25-34,technician,married,university.degree,5.0,0
9271,46,35-49,blue-collar,married,basic.4y,1.0,0
9272,40,35-49,blue-collar,single,,,0
9273,34,25-34,unemployed,married,basic.6y,2.0,1
9274,51,50-64,blue-collar,married,basic.4y,1.0,0
9275,45,35-49,entrepreneur,married,university.degree,5.0,0
9276,41,35-49,technician,divorced,basic.4y,1.0,0
9277,47,35-49,admin.,divorced,university.degree,5.0,0
9278,31,25-34,housemaid,single,university.degree,5.0,1
9279,34,25-34,blue-collar,married,basic.4y,1.0,0
9280,57,50-64,management,single,basic.9y,3.0,0
9281,37,35-49,entrepreneur,married,university.degree,5.0,0
9282,36,35-49,blue-collar,married,basic.6y,2.0,0
9283,47,35-49,blue-collar,married,basic.4y,1.0,0
9284,32,25-34,housemaid,married,high.school,4.0,0
9285,43,35-49,admin.,married,high.school,4.0,0
9286,48,35-49,management,married,basic.9y,3.0,0
9287,31,25-34,admin.,single,university.degree,5.0,0
9288,34,25-34,admin.,married,university.degree,5.0,1
9289,31,25-34,blue-collar,married,basic.4y,1.0,1
9290,44,35-49,admin.,married,high.school,4.0,0
9291,37,35-49,entrepreneur,married,university.degree,5.0,0
9292,49,35-49,retired,married,basic.9y,3.0,0
9293,32,25-34,admin.,single,high.school,4.0,0
9294,32,25-34,technician,married,university.degree,5.0,0
9295,31,25-34,management,married,university.degree,5.0,0
9296,42,35-49,blue-collar,single,basic.6y,2.0,0
9297,29,25-34,admin.,single,high.school,4.0,1
9298,46,35-49,self-employed,married,professional.course,6.0,0
9299,55,50-64,unemployed,married,basic.4y,1.0,0
9300,45,35-49,admin.,divorced,basic.9y,3.0,0
9301,38,35-49,blue-collar,married,basic.9y,3.0,0
9302,53,50-64,admin.,married,basic.9y,3.0,0
9303,38,35-49,technician,single,professional.course,6.0,0
9304,29,25-34,services,single,high.school,4.0,0
9305,30,25-34,blue-collar,married,basic.4y,1.0,1
9306,34,25-34,services,married,high.school,4.0,1
9307,57,50-64,retired,married,university.degree,5.0,0
9308,29,25-34,services,divorced,high.school,4.0,1
9309,49,35-49,housemaid,married,basic.4y,1.0,0
9310,27,25-34,blue-collar,single,basic.6y,2.0,0
9311,46,35-49,blue-collar,married,professional.course,6.0,0
9312,28,25-34,blue-collar,married,basic.9y,3.0,1
9313,36,35-49,technician,married,high.school,4.0,0
9314,46,35-49,technician,married,professional.course,6.0,0
9315,37,35-49,housemaid,married,university.degree,5.0,0
9316,56,50-64,technician,married,professional.course,6.0,0
9317,38,35-49,blue-collar,married,basic.9y,3.0,0
9318,33,25-34,technician,married,professional.course,6.0,1
9319,40,35-49,blue-collar,married,basic.4y,1.0,0
9320,33,25-34,technician,married,professional.course,6.0,0
9321,39,35-49,management,married,university.degree,5.0,0
9322,42,35-49,blue-collar,married,basic.9y,3.0,0
9323,44,35-49,technician,married,professional.course,6.0,0
9324,43,35-49,blue-collar,married,basic.9y,3.0,0
9325,32,25-34,blue-collar,married,professional.course,6.0,1
9326,41,35-49,blue-collar,married,basic.9y,3.0,0
9327,38,35-49,technician,married,professional.course,6.0,0
9328,37,35-49,unemployed,married,basic.9y,3.0,0
9329,55,50-64,admin.,married,high.school,4.0,0
9330,42,35-49,housemaid,single,basic.4y,1.0,0
9331,40,35-49,self-employed,married,basic.4y,1.0,0
9332,40,35-49,admin.,married,university.degree,5.0,0
9333,56,50-64,blue-collar,married,basic.9y,3.0,0
9334,38,35-49,blue-collar,married,high.school,4.0,0
9335,38,35-49,blue-collar,married,high.school,4.0,0
9336,44,35-49,admin.,married,university.degree,5.0,0
9337,37,35-49,technician,single,high.school,4.0,0
9338,40,35-49,admin.,married,high.school,4.0,0
9339,41,35-49,blue-collar,married,basic.9y,3.0,0
9340,38,35-49,admin.,married,basic.9y,3.0,0
9341,27,25-34,student,single,high.school,4.0,0
9342,41,35-49,,single,,,0
9343,35,25-34,admin.,single,university.degree,5.0,0
9344,39,35-49,management,married,basic.6y,2.0,0
9345,34,25-34,technician,married,university.degree,5.0,0
9346,34,25-34,blue-collar,divorced,professional.course,6.0,1
9347,53,50-64,admin.,divorced,university.degree,5.0,0
9348,45,35-49,admin.,married,high.school,4.0,0
9349,34,25-34,technician,single,high.school,4.0,0
9350,47,35-49,technician,married,basic.9y,3.0,0
9351,31,25-34,services,married,high.school,4.0,1
9352,39,35-49,management,married,university.degree,5.0,0
9353,35,25-34,blue-collar,single,basic.6y,2.0,0
9354,37,35-49,blue-collar,single,professional.course,6.0,0
9355,41,35-49,management,married,,,0
9356,34,25-34,services,married,high.school,4.0,1
9357,35,25-34,admin.,single,basic.4y,1.0,0
9358,43,35-49,technician,single,basic.9y,3.0,0
9359,50,35-49,self-employed,married,basic.4y,1.0,0
9360,36,35-49,blue-collar,married,basic.4y,1.0,0
9361,38,35-49,management,married,university.degree,5.0,0
9362,53,50-64,admin.,divorced,university.degree,5.0,0
9363,28,25-34,admin.,married,high.school,4.0,1
9364,35,25-34,admin.,single,basic.6y,2.0,0
9365,41,35-49,blue-collar,married,basic.9y,3.0,0
9366,33,25-34,technician,married,professional.course,6.0,0
9367,37,35-49,admin.,married,university.degree,5.0,0
9368,35,25-34,admin.,married,university.degree,5.0,0
9369,31,25-34,unemployed,married,university.degree,5.0,0
9370,51,50-64,technician,married,professional.course,6.0,0
9371,51,50-64,admin.,married,basic.9y,3.0,0
9372,50,35-49,self-employed,married,university.degree,5.0,0
9373,60,50-64,self-employed,married,professional.course,6.0,0
9374,28,25-34,blue-collar,married,basic.6y,2.0,0
9375,34,25-34,entrepreneur,single,professional.course,6.0,1
9376,52,50-64,self-employed,single,university.degree,5.0,0
9377,56,50-64,technician,married,,,0
9378,42,35-49,admin.,single,university.degree,5.0,0
9379,39,35-49,blue-collar,married,basic.4y,1.0,0
9380,39,35-49,blue-collar,divorced,basic.9y,3.0,0
9381,47,35-49,admin.,married,university.degree,5.0,0
9382,49,35-49,blue-collar,married,basic.4y,1.0,0
9383,56,50-64,admin.,married,high.school,4.0,0
9384,46,35-49,admin.,married,high.school,4.0,0
9385,53,50-64,blue-collar,divorced,basic.4y,1.0,0
9386,38,35-49,unemployed,married,basic.9y,3.0,0
9387,36,35-49,admin.,divorced,high.school,4.0,0
9388,33,25-34,blue-collar,married,basic.6y,2.0,1
9389,33,25-34,blue-collar,married,basic.6y,2.0,1
9390,34,25-34,blue-collar,married,basic.6y,2.0,1
9391,54,50-64,technician,married,university.degree,5.0,0
9392,47,35-49,retired,married,basic.4y,1.0,0
9393,36,35-49,blue-collar,married,high.school,4.0,0
9394,35,25-34,blue-collar,divorced,basic.6y,2.0,0
9395,39,35-49,unemployed,married,professional.course,6.0,0
9396,31,25-34,services,married,high.school,4.0,0
9397,30,25-34,services,divorced,basic.9y,3.0,1
9398,34,25-34,blue-collar,married,basic.6y,2.0,0
9399,39,35-49,technician,married,professional.course,6.0,0
9400,41,35-49,unemployed,married,,,0
9401,41,35-49,technician,married,university.degree,5.0,0
9402,29,25-34,admin.,married,university.degree,5.0,1
9403,50,35-49,entrepreneur,married,basic.9y,3.0,0
9404,36,35-49,admin.,married,high.school,4.0,0
9405,43,35-49,blue-collar,married,basic.9y,3.0,0
9406,31,25-34,technician,married,university.degree,5.0,1
9407,35,25-34,technician,married,professional.course,6.0,0
9408,49,35-49,blue-collar,married,basic.4y,1.0,0
9409,45,35-49,technician,married,professional.course,6.0,0
9410,33,25-34,admin.,single,university.degree,5.0,0
9411,41,35-49,blue-collar,married,basic.9y,3.0,0
9412,42,35-49,services,single,high.school,4.0,0
9413,41,35-49,technician,divorced,basic.4y,1.0,0
9414,43,35-49,management,married,high.school,4.0,0
9415,40,35-49,blue-collar,married,high.school,4.0,0
9416,40,35-49,technician,married,basic.9y,3.0,0
9417,39,35-49,blue-collar,single,basic.4y,1.0,0
9418,42,35-49,admin.,single,university.degree,5.0,0
9419,38,35-49,admin.,single,university.degree,5.0,0
9420,32,25-34,blue-collar,married,basic.9y,3.0,1
9421,43,35-49,admin.,divorced,university.degree,5.0,0
9422,38,35-49,technician,married,professional.course,6.0,0
9423,34,25-34,technician,single,professional.course,6.0,0
9424,44,35-49,admin.,divorced,university.degree,5.0,0
9425,48,35-49,self-employed,married,basic.9y,3.0,0
9426,34,25-34,technician,married,university.degree,5.0,1
9427,35,25-34,technician,married,basic.9y,3.0,0
9428,25,<25,blue-collar,single,high.school,4.0,0
9429,51,50-64,self-employed,married,university.degree,5.0,0
9430,31,25-34,entrepreneur,married,high.school,4.0,1
9431,29,25-34,technician,married,university.degree,5.0,0
9432,27,25-34,self-employed,single,university.degree,5.0,1
9433,55,50-64,admin.,married,basic.4y,1.0,0
9434,47,35-49,retired,married,basic.4y,1.0,0
9435,27,25-34,technician,single,professional.course,6.0,1
9436,41,35-49,housemaid,married,university.degree,5.0,0
9437,54,50-64,blue-collar,married,basic.4y,1.0,0
9438,54,50-64,admin.,married,,,0
9439,32,25-34,admin.,single,university.degree,5.0,1
9440,29,25-34,technician,married,professional.course,6.0,1
9441,42,35-49,blue-collar,married,basic.9y,3.0,0
9442,32,25-34,technician,married,basic.9y,3.0,1
9443,47,35-49,technician,single,professional.course,6.0,0
9444,25,<25,housemaid,married,basic.9y,3.0,1
9445,40,35-49,admin.,married,university.degree,5.0,0
9446,34,25-34,technician,married,university.degree,5.0,0
9447,33,25-34,blue-collar,married,basic.9y,3.0,1
9448,40,35-49,services,divorced,high.school,4.0,0
9449,37,35-49,entrepreneur,married,basic.9y,3.0,0
9450,37,35-49,unemployed,married,professional.course,6.0,0
9451,52,50-64,blue-collar,married,basic.4y,1.0,0
9452,39,35-49,management,married,university.degree,5.0,0
9453,43,35-49,blue-collar,divorced,basic.9y,3.0,0
9454,39,35-49,admin.,single,university.degree,5.0,0
9455,30,25-34,admin.,married,university.degree,5.0,1
9456,35,25-34,services,married,professional.course,6.0,0
9457,39,35-49,management,married,university.degree,5.0,0
9458,38,35-49,technician,single,professional.course,6.0,0
9459,42,35-49,services,married,high.school,4.0,0
9460,42,35-49,services,married,high.school,4.0,0
9461,51,50-64,blue-collar,married,basic.4y,1.0,0
9462,36,35-49,blue-collar,single,high.school,4.0,0
9463,42,35-49,self-employed,married,university.degree,5.0,0
9464,58,50-64,retired,married,basic.9y,3.0,0
9465,38,35-49,services,married,basic.9y,3.0,0
9466,25,<25,admin.,married,university.degree,5.0,1
9467,32,25-34,unemployed,divorced,basic.4y,1.0,1
9468,49,35-49,admin.,single,high.school,4.0,0
9469,46,35-49,entrepreneur,married,professional.course,6.0,0
9470,42,35-49,entrepreneur,single,university.degree,5.0,0
9471,59,50-64,blue-collar,married,basic.6y,2.0,0
9472,32,25-34,housemaid,married,university.degree,5.0,0
9473,29,25-34,self-employed,single,university.degree,5.0,0
9474,45,35-49,blue-collar,married,basic.9y,3.0,0
9475,32,25-34,housemaid,single,basic.4y,1.0,1
9476,26,25-34,services,single,high.school,4.0,1
9477,47,35-49,entrepreneur,married,university.degree,5.0,0
9478,29,25-34,admin.,single,university.degree,5.0,1
9479,26,25-34,services,single,high.school,4.0,0
9480,46,35-49,blue-collar,married,basic.4y,1.0,0
9481,48,35-49,technician,married,professional.course,6.0,0
9482,48,35-49,blue-collar,married,basic.4y,1.0,0
9483,33,25-34,self-employed,married,basic.9y,3.0,1
9484,31,25-34,blue-collar,married,basic.9y,3.0,0
9485,34,25-34,blue-collar,married,professional.course,6.0,1
9486,25,<25,services,single,high.school,4.0,1
9487,32,25-34,blue-collar,married,basic.9y,3.0,1
9488,54,50-64,blue-collar,,basic.6y,2.0,0
9489,52,50-64,self-employed,married,university.degree,5.0,0
9490,45,35-49,housemaid,single,basic.9y,3.0,0
9491,36,35-49,self-employed,married,university.degree,5.0,0
9492,38,35-49,admin.,divorced,university.degree,5.0,0
9493,34,25-34,blue-collar,married,basic.6y,2.0,1
9494,38,35-49,blue-collar,single,basic.4y,1.0,0
9495,39,35-49,services,single,high.school,4.0,0
9496,51,50-64,services,married,high.school,4.0,0
9497,60,50-64,,married,university.degree,5.0,0
9498,29,25-34,blue-collar,married,high.school,4.0,0
9499,50,35-49,blue-collar,single,basic.9y,3.0,0
9500,37,35-49,technician,married,basic.9y,3.0,0
9501,51,50-64,entrepreneur,divorced,university.degree,5.0,0
9502,48,35-49,technician,married,professional.course,6.0,0
9503,39,35-49,blue-collar,married,basic.4y,1.0,0
9504,37,35-49,admin.,single,university.degree,5.0,0
9505,36,35-49,technician,married,university.degree,5.0,0
9506,40,35-49,services,married,basic.6y,2.0,0
9507,47,35-49,management,married,basic.4y,1.0,0
9508,44,35-49,blue-collar,married,basic.4y,1.0,0
9509,36,35-49,blue-collar,single,high.school,4.0,0
9510,26,25-34,technician,married,basic.6y,2.0,1
9511,33,25-34,admin.,married,university.degree,5.0,0
9512,52,50-64,housemaid,married,basic.4y,1.0,0
