id,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
6299,telephone,may,tue,87,3,999,0,nonexistent,no
6300,telephone,may,tue,452,2,999,0,nonexistent,no
6301,telephone,may,tue,62,2,999,0,nonexistent,no
6302,telephone,may,tue,348,2,999,0,nonexistent,no
6303,telephone,may,tue,354,3,999,0,nonexistent,no
6304,telephone,may,tue,153,2,999,0,nonexistent,no
6305,telephone,may,tue,54,4,999,0,nonexistent,no
6306,telephone,may,tue,89,5,999,0,nonexistent,no
6307,telephone,may,tue,132,3,999,0,nonexistent,no
6308,telephone,may,tue,580,2,999,0,nonexistent,no
6309,telephone,may,tue,99,6,999,0,nonexistent,no
6310,telephone,may,tue,34,3,999,0,nonexistent,no
6311,telephone,may,tue,72,3,999,0,nonexistent,no
6312,telephone,may,tue,99,2,999,0,nonexistent,no
6313,telephone,may,tue,175,5,999,0,nonexistent,no
6314,telephone,may,tue,290,2,999,0,nonexistent,no
6315,telephone,may,tue,591,5,999,0,nonexistent,no
6316,telephone,may,tue,336,10,999,0,nonexistent,no
6317,telephone,may,tue,29,2,999,0,nonexistent,no
6318,telephone,may,tue,266,4,999,0,nonexistent,no
6319,telephone,may,tue,45,2,999,0,nonexistent,no
6320,telephone,may,tue,298,3,999,0,nonexistent,no
6321,telephone,may,tue,1043,2,999,0,nonexistent,no
6322,telephone,may,tue,83,3,999,0,nonexistent,no
6323,telephone,may,tue,282,2,999,0,nonexistent,no
6324,telephone,may,tue,209,2,999,0,nonexistent,no
6325,telephone,may,tue,106,2,999,0,nonexistent,no
6326,telephone,may,tue,157,2,999,0,nonexistent,no
6327,telephone,may,tue,197,2,999,0,nonexistent,no
6328,telephone,may,tue,257,2,999,0,nonexistent,no
6329,telephone,may,tue,42,4,999,0,nonexistent,no
6330,telephone,may,tue,319,5,999,0,nonexistent,no
6331,telephone,may,tue,371,2,999,0,nonexistent,no
6332,telephone,may,tue,383,3,999,0,nonexistent,no
6333,telephone,may,tue,110,2,999,0,nonexistent,no
6334,telephone,may,tue,88,2,999,0,nonexistent,no
6335,telephone,may,tue,97,5,999,0,nonexistent,no
6336,telephone,may,tue,335,3,999,0,nonexistent,no
6337,telephone,may,tue,15,10,999,0,nonexistent,no
6338,telephone,may,tue,4,4,999,0,nonexistent,no
6339,telephone,may,tue,5,3,999,0,nonexistent,no
6340,telephone,may,tue,178,3,999,0,nonexistent,no
6341,telephone,may,tue,256,5,999,0,nonexistent,no
6342,telephone,may,tue,284,1,999,0,nonexistent,no
6343,telephone,may,tue,264,1,999,0,nonexistent,no
6344,telephone,may,tue,124,2,999,0,nonexistent,no
6345,telephone,may,tue,239,1,999,0,nonexistent,no
6346,telephone,may,tue,20,19,999,0,nonexistent,no
6347,telephone,may,tue,15,13,999,0,nonexistent,no
6348,telephone,may,tue,98,9,999,0,nonexistent,no
6349,telephone,may,tue,112,4,999,0,nonexistent,no
6350,telephone,may,tue,350,4,999,0,nonexistent,no
6351,telephone,may,tue,240,3,999,0,nonexistent,no
6352,telephone,may,tue,127,2,999,0,nonexistent,no
6353,telephone,may,tue,157,2,999,0,nonexistent,no
6354,telephone,may,tue,337,2,999,0,nonexistent,no
6355,telephone,may,tue,662,7,999,0,nonexistent,no
6356,telephone,may,tue,124,2,999,0,nonexistent,no
6357,telephone,may,tue,165,2,999,0,nonexistent,no
6358,telephone,may,tue,63,9,999,0,nonexistent,no
6359,telephone,may,tue,101,3,999,0,nonexistent,no
6360,telephone,may,tue,133,2,999,0,nonexistent,no
6361,telephone,may,tue,145,5,999,0,nonexistent,no
6362,telephone,may,tue,110,2,999,0,nonexistent,no
6363,telephone,may,tue,858,6,999,0,nonexistent,yes
6364,telephone,may,tue,349,3,999,0,nonexistent,no
6365,telephone,may,tue,371,2,999,0,nonexistent,no
6366,telephone,may,tue,676,6,999,0,nonexistent,no
6367,telephone,may,tue,197,4,999,0,nonexistent,no
6368,telephone,may,tue,235,4,999,0,nonexistent,no
6369,telephone,may,tue,205,8,999,0,nonexistent,no
6370,telephone,may,tue,291,2,999,0,nonexistent,no
6371,telephone,may,tue,132,2,999,0,nonexistent,no
6372,telephone,may,tue,165,3,999,0,nonexistent,no
6373,telephone,may,tue,196,3,999,0,nonexistent,no
6374,telephone,may,tue,177,2,999,0,nonexistent,no
6375,telephone,may,tue,547,3,999,0,nonexistent,no
6376,telephone,may,tue,62,2,999,0,nonexistent,no
6377,telephone,may,tue,398,3,999,0,nonexistent,no
6378,telephone,may,tue,342,4,999,0,nonexistent,no
6379,telephone,may,tue,198,2,999,0,nonexistent,no
6380,telephone,may,tue,77,4,999,0,nonexistent,no
6381,telephone,may,tue,160,3,999,0,nonexistent,no
6382,telephone,may,tue,352,4,999,0,nonexistent,no
6383,telephone,may,tue,112,3,999,0,nonexistent,no
6384,telephone,may,tue,90,4,999,0,nonexistent,no
6385,telephone,may,tue,22,16,999,0,nonexistent,no
6386,telephone,may,tue,230,3,999,0,nonexistent,no
6387,telephone,may,tue,206,2,999,0,nonexistent,no
6388,telephone,may,tue,143,8,999,0,nonexistent,no
6389,telephone,may,tue,102,3,999,0,nonexistent,no
6390,telephone,may,tue,224,3,999,0,nonexistent,no
6391,telephone,may,tue,73,5,999,0,nonexistent,no
6392,telephone,may,tue,42,3,999,0,nonexistent,no
6393,telephone,may,tue,43,5,999,0,nonexistent,no
6394,telephone,may,tue,144,7,999,0,nonexistent,no
6395,telephone,may,tue,1224,8,999,0,nonexistent,no
6396,telephone,may,tue,306,5,999,0,nonexistent,no
6397,telephone,may,tue,50,3,999,0,nonexistent,no
6398,telephone,may,tue,132,8,999,0,nonexistent,no
6399,telephone,may,tue,108,3,999,0,nonexistent,no
6400,telephone,may,tue,265,4,999,0,nonexistent,no
6401,telephone,may,tue,107,2,999,0,nonexistent,no
6402,telephone,may,tue,167,3,999,0,nonexistent,no
6403,telephone,may,tue,145,2,999,0,nonexistent,no
6404,telephone,may,tue,20,4,999,0,nonexistent,no
6405,telephone,may,tue,141,2,999,0,nonexistent,no
6406,telephone,may,tue,346,3,999,0,nonexistent,no
6407,telephone,may,tue,1168,2,999,0,nonexistent,no
6408,telephone,may,wed,17,13,999,0,nonexistent,no
6409,telephone,may,wed,74,3,999,0,nonexistent,no
6410,telephone,may,wed,78,2,999,0,nonexistent,no
6411,telephone,may,wed,125,12,999,0,nonexistent,no
6412,telephone,may,wed,153,3,999,0,nonexistent,no
6413,telephone,may,wed,61,2,999,0,nonexistent,no
6414,telephone,may,wed,318,6,999,0,nonexistent,no
6415,telephone,may,wed,228,9,999,0,nonexistent,no
6416,telephone,may,wed,189,7,999,0,nonexistent,no
6417,telephone,may,wed,121,1,999,0,nonexistent,no
6418,telephone,may,wed,110,2,999,0,nonexistent,no
6419,telephone,may,wed,372,2,999,0,nonexistent,no
6420,telephone,may,wed,223,1,999,0,nonexistent,no
6421,telephone,may,wed,117,6,999,0,nonexistent,no
6422,telephone,may,wed,64,1,999,0,nonexistent,no
6423,telephone,may,wed,507,2,999,0,nonexistent,no
6424,telephone,may,wed,201,1,999,0,nonexistent,no
6425,telephone,may,wed,91,3,999,0,nonexistent,no
6426,telephone,may,wed,230,8,999,0,nonexistent,no
6427,telephone,may,wed,249,2,999,0,nonexistent,no
6428,telephone,may,wed,152,1,999,0,nonexistent,no
6429,telephone,may,wed,551,1,999,0,nonexistent,no
6430,telephone,may,wed,215,2,999,0,nonexistent,no
6431,telephone,may,wed,617,1,999,0,nonexistent,no
6432,telephone,may,wed,332,1,999,0,nonexistent,no
6433,telephone,may,wed,198,1,999,0,nonexistent,no
6434,telephone,may,wed,938,2,999,0,nonexistent,yes
6435,telephone,may,wed,385,1,999,0,nonexistent,no
6436,telephone,may,wed,181,2,999,0,nonexistent,no
6437,telephone,may,wed,193,1,999,0,nonexistent,no
6438,telephone,may,wed,195,4,999,0,nonexistent,no
6439,telephone,may,wed,254,1,999,0,nonexistent,no
6440,telephone,may,wed,198,3,999,0,nonexistent,no
6441,telephone,may,wed,79,6,999,0,nonexistent,no
6442,telephone,may,wed,95,3,999,0,nonexistent,no
6443,telephone,may,wed,130,2,999,0,nonexistent,no
6444,telephone,may,wed,190,3,999,0,nonexistent,no
6445,telephone,may,wed,454,1,999,0,nonexistent,no
6446,telephone,may,wed,102,1,999,0,nonexistent,no
6447,telephone,may,wed,185,1,999,0,nonexistent,no
6448,telephone,may,wed,231,2,999,0,nonexistent,no
6449,telephone,may,wed,189,1,999,0,nonexistent,no
6450,telephone,may,wed,132,1,999,0,nonexistent,no
6451,telephone,may,wed,103,4,999,0,nonexistent,no
6452,telephone,may,wed,114,3,999,0,nonexistent,no
6453,telephone,may,wed,176,2,999,0,nonexistent,no
6454,telephone,may,wed,738,1,999,0,nonexistent,no
6455,telephone,may,wed,283,3,999,0,nonexistent,no
6456,telephone,may,wed,224,2,999,0,nonexistent,no
6457,telephone,may,wed,519,1,999,0,nonexistent,no
6458,telephone,may,wed,593,1,999,0,nonexistent,no
6459,telephone,may,wed,128,2,999,0,nonexistent,no
6460,telephone,may,wed,480,2,999,0,nonexistent,no
6461,telephone,may,wed,177,2,999,0,nonexistent,no
6462,telephone,may,wed,102,1,999,0,nonexistent,no
6463,telephone,may,wed,49,3,999,0,nonexistent,no
6464,telephone,may,wed,88,2,999,0,nonexistent,no
6465,telephone,may,wed,124,1,999,0,nonexistent,no
6466,telephone,may,wed,199,3,999,0,nonexistent,no
6467,telephone,may,wed,576,3,999,0,nonexistent,yes
6468,telephone,may,wed,58,1,999,0,nonexistent,no
6469,telephone,may,wed,261,6,999,0,nonexistent,no
6470,telephone,may,wed,430,1,999,0,nonexistent,no
6471,telephone,may,wed,674,2,999,0,nonexistent,no
6472,telephone,may,wed,112,7,999,0,nonexistent,no
6473,telephone,may,wed,248,6,999,0,nonexistent,no
6474,telephone,may,wed,350,1,999,0,nonexistent,no
6475,telephone,may,wed,252,1,999,0,nonexistent,no
6476,telephone,may,wed,147,1,999,0,nonexistent,no
6477,telephone,may,wed,141,2,999,0,nonexistent,no
6478,telephone,may,wed,256,2,999,0,nonexistent,no
6479,telephone,may,wed,163,1,999,0,nonexistent,no
6480,telephone,may,wed,125,1,999,0,nonexistent,no
6481,telephone,may,wed,195,3,999,0,nonexistent,no
6482,telephone,may,wed,61,1,999,0,nonexistent,no
6483,telephone,may,wed,95,3,999,0,nonexistent,no
6484,telephone,may,wed,166,1,999,0,nonexistent,no
6485,telephone,may,wed,39,1,999,0,nonexistent,no
6486,telephone,may,wed,861,2,999,0,nonexistent,no
6487,telephone,may,wed,212,1,999,0,nonexistent,no
6488,telephone,may,wed,55,1,999,0,nonexistent,no
6489,telephone,may,wed,209,2,999,0,nonexistent,no
6490,telephone,may,wed,68,1,999,0,nonexistent,no
6491,telephone,may,wed,181,1,999,0,nonexistent,no
6492,telephone,may,wed,136,1,999,0,nonexistent,no
6493,telephone,may,wed,390,1,999,0,nonexistent,no
6494,telephone,may,wed,373,1,999,0,nonexistent,no
6495,telephone,may,wed,44,1,999,0,nonexistent,no
6496,telephone,may,wed,571,1,999,0,nonexistent,no
6497,telephone,may,wed,199,2,999,0,nonexistent,no
6498,telephone,may,wed,582,1,999,0,nonexistent,no
6499,telephone,may,wed,210,1,999,0,nonexistent,no
6500,telephone,may,wed,222,1,999,0,nonexistent,no
6501,telephone,may,wed,217,1,999,0,nonexistent,no
6502,telephone,may,wed,85,1,999,0,nonexistent,no
6503,telephone,may,wed,396,1,999,0,nonexistent,no
6504,telephone,may,wed,58,1,999,0,nonexistent,no
6505,telephone,may,wed,263,1,999,0,nonexistent,no
6506,telephone,may,wed,160,1,999,0,nonexistent,no
6507,telephone,may,wed,94,1,999,0,nonexistent,no
6508,telephone,may,wed,210,1,999,0,nonexistent,no
6509,telephone,may,wed,418,1,999,0,nonexistent,no
6510,telephone,may,wed,64,4,999,0,nonexistent,no
6511,telephone,may,wed,181,1,999,0,nonexistent,no
6512,telephone,may,wed,140,1,999,0,nonexistent,no
6513,telephone,may,wed,171,6,999,0,nonexistent,no
6514,telephone,may,wed,223,1,999,0,nonexistent,no
6515,telephone,may,wed,204,1,999,0,nonexistent,no
6516,telephone,may,wed,52,2,999,0,nonexistent,no
6517,telephone,may,wed,199,1,999,0,nonexistent,no
6518,telephone,may,wed,195,1,999,0,nonexistent,no
6519,telephone,may,wed,139,1,999,0,nonexistent,no
6520,telephone,may,wed,63,2,999,0,nonexistent,no
6521,telephone,may,wed,543,2,999,0,nonexistent,yes
6522,telephone,may,wed,154,3,999,0,nonexistent,no
6523,telephone,may,wed,226,10,999,0,nonexistent,no
6524,telephone,may,wed,141,1,999,0,nonexistent,no
6525,telephone,may,wed,165,1,999,0,nonexistent,no
6526,telephone,may,wed,156,1,999,0,nonexistent,no
6527,telephone,may,wed,99,5,999,0,nonexistent,no
6528,telephone,may,wed,297,1,999,0,nonexistent,no
6529,telephone,may,wed,174,1,999,0,nonexistent,no
6530,telephone,may,wed,62,3,999,0,nonexistent,no
6531,telephone,may,wed,221,1,999,0,nonexistent,no
6532,telephone,may,wed,1479,4,999,0,nonexistent,yes
6533,telephone,may,wed,104,4,999,0,nonexistent,no
6534,telephone,may,wed,136,1,999,0,nonexistent,no
6535,telephone,may,wed,21,21,999,0,nonexistent,no
6536,telephone,may,wed,72,18,999,0,nonexistent,no
6537,telephone,may,wed,125,2,999,0,nonexistent,no
6538,telephone,may,wed,307,1,999,0,nonexistent,no
6539,telephone,may,wed,154,2,999,0,nonexistent,no
6540,telephone,may,wed,357,1,999,0,nonexistent,no
6541,telephone,may,wed,236,1,999,0,nonexistent,no
6542,telephone,may,wed,202,2,999,0,nonexistent,no
6543,telephone,may,wed,227,2,999,0,nonexistent,no
6544,telephone,may,wed,166,1,999,0,nonexistent,no
6545,telephone,may,wed,143,2,999,0,nonexistent,no
6546,telephone,may,wed,119,5,999,0,nonexistent,no
6547,telephone,may,wed,268,1,999,0,nonexistent,no
6548,telephone,may,wed,507,1,999,0,nonexistent,no
6549,telephone,may,wed,126,4,999,0,nonexistent,no
6550,telephone,may,wed,268,1,999,0,nonexistent,no
6551,telephone,may,wed,386,1,999,0,nonexistent,no
6552,telephone,may,wed,313,2,999,0,nonexistent,no
6553,telephone,may,wed,63,1,999,0,nonexistent,no
6554,telephone,may,wed,87,1,999,0,nonexistent,no
6555,telephone,may,wed,75,1,999,0,nonexistent,no
6556,telephone,may,wed,89,1,999,0,nonexistent,no
6557,telephone,may,wed,96,5,999,0,nonexistent,no
6558,telephone,may,wed,209,1,999,0,nonexistent,no
6559,telephone,may,wed,181,1,999,0,nonexistent,no
6560,telephone,may,wed,173,4,999,0,nonexistent,no
6561,telephone,may,wed,439,2,999,0,nonexistent,no
6562,telephone,may,wed,119,1,999,0,nonexistent,no
6563,telephone,may,wed,713,1,999,0,nonexistent,no
6564,telephone,may,wed,202,1,999,0,nonexistent,no
6565,telephone,may,wed,72,1,999,0,nonexistent,no
6566,telephone,may,wed,78,4,999,0,nonexistent,no
6567,telephone,may,wed,217,1,999,0,nonexistent,no
6568,telephone,may,wed,392,1,999,0,nonexistent,no
6569,telephone,may,wed,188,1,999,0,nonexistent,no
6570,telephone,may,wed,130,1,999,0,nonexistent,no
6571,telephone,may,wed,151,3,999,0,nonexistent,no
6572,telephone,may,wed,211,2,999,0,nonexistent,no
6573,telephone,may,wed,249,11,999,0,nonexistent,no
6574,telephone,may,wed,1210,1,999,0,nonexistent,no
6575,telephone,may,wed,27,1,999,0,nonexistent,no
6576,telephone,may,wed,680,1,999,0,nonexistent,no
6577,telephone,may,wed,206,1,999,0,nonexistent,no
6578,telephone,may,wed,227,1,999,0,nonexistent,no
6579,telephone,may,wed,124,1,999,0,nonexistent,no
6580,telephone,may,wed,66,7,999,0,nonexistent,no
6581,telephone,may,wed,821,2,999,0,nonexistent,no
6582,telephone,may,wed,189,3,999,0,nonexistent,no
6583,telephone,may,wed,352,1,999,0,nonexistent,no
6584,telephone,may,wed,126,1,999,0,nonexistent,no
6585,telephone,may,wed,565,2,999,0,nonexistent,no
6586,telephone,may,wed,615,2,999,0,nonexistent,yes
6587,telephone,may,wed,167,3,999,0,nonexistent,no
6588,telephone,may,wed,211,4,999,0,nonexistent,no
6589,telephone,may,wed,742,3,999,0,nonexistent,no
6590,telephone,may,wed,134,1,999,0,nonexistent,no
6591,telephone,may,wed,615,1,999,0,nonexistent,no
6592,telephone,may,wed,143,2,999,0,nonexistent,no
6593,telephone,may,wed,497,2,999,0,nonexistent,no
6594,telephone,may,wed,105,4,999,0,nonexistent,no
6595,telephone,may,wed,213,1,999,0,nonexistent,no
6596,telephone,may,wed,294,1,999,0,nonexistent,no
6597,telephone,may,wed,289,1,999,0,nonexistent,no
6598,telephone,may,wed,461,1,999,0,nonexistent,no
6599,telephone,may,wed,162,1,999,0,nonexistent,no
6600,telephone,may,wed,207,1,999,0,nonexistent,no
6601,telephone,may,wed,185,1,999,0,nonexistent,no
6602,telephone,may,wed,399,1,999,0,nonexistent,no
6603,telephone,may,wed,67,2,999,0,nonexistent,no
6604,telephone,may,wed,85,2,999,0,nonexistent,no
6605,telephone,may,wed,317,1,999,0,nonexistent,no
6606,telephone,may,wed,507,1,999,0,nonexistent,yes
6607,telephone,may,wed,1183,1,999,0,nonexistent,yes
6608,telephone,may,wed,302,1,999,0,nonexistent,no
6609,telephone,may,wed,344,2,999,0,nonexistent,no
6610,telephone,may,wed,8,4,999,0,nonexistent,no
6611,telephone,may,wed,489,1,999,0,nonexistent,no
6612,telephone,may,wed,328,1,999,0,nonexistent,no
6613,telephone,may,wed,201,1,999,0,nonexistent,no
6614,telephone,may,wed,117,2,999,0,nonexistent,no
6615,telephone,may,wed,226,1,999,0,nonexistent,no
6616,telephone,may,wed,97,2,999,0,nonexistent,no
6617,telephone,may,wed,438,1,999,0,nonexistent,no
6618,telephone,may,wed,174,1,999,0,nonexistent,no
6619,telephone,may,wed,675,1,999,0,nonexistent,no
6620,telephone,may,wed,123,18,999,0,nonexistent,no
6621,telephone,may,wed,257,2,999,0,nonexistent,no
6622,telephone,may,wed,266,2,999,0,nonexistent,no
6623,telephone,may,wed,195,2,999,0,nonexistent,no
6624,telephone,may,wed,145,3,999,0,nonexistent,no
6625,telephone,may,wed,232,4,999,0,nonexistent,no
6626,telephone,may,wed,97,2,999,0,nonexistent,no
6627,telephone,may,wed,91,3,999,0,nonexistent,no
6628,telephone,may,wed,83,2,999,0,nonexistent,no
6629,telephone,may,wed,314,2,999,0,nonexistent,no
6630,telephone,may,wed,694,2,999,0,nonexistent,yes
6631,telephone,may,wed,146,1,999,0,nonexistent,no
6632,telephone,may,wed,149,2,999,0,nonexistent,no
6633,telephone,may,wed,591,2,999,0,nonexistent,no
6634,telephone,may,wed,288,3,999,0,nonexistent,no
6635,telephone,may,wed,36,1,999,0,nonexistent,no
6636,telephone,may,wed,191,2,999,0,nonexistent,no
6637,telephone,may,wed,97,1,999,0,nonexistent,no
6638,telephone,may,wed,71,2,999,0,nonexistent,no
6639,telephone,may,wed,275,2,999,0,nonexistent,no
6640,telephone,may,wed,187,4,999,0,nonexistent,no
6641,telephone,may,wed,170,5,999,0,nonexistent,no
6642,telephone,may,wed,177,3,999,0,nonexistent,no
6643,telephone,may,wed,251,1,999,0,nonexistent,no
6644,telephone,may,wed,152,1,999,0,nonexistent,no
6645,telephone,may,wed,463,1,999,0,nonexistent,no
6646,telephone,may,wed,157,1,999,0,nonexistent,no
6647,telephone,may,wed,74,2,999,0,nonexistent,no
6648,telephone,may,wed,179,2,999,0,nonexistent,no
6649,telephone,may,wed,796,1,999,0,nonexistent,yes
6650,telephone,may,wed,160,3,999,0,nonexistent,no
6651,telephone,may,wed,272,2,999,0,nonexistent,no
6652,telephone,may,wed,296,1,999,0,nonexistent,no
6653,telephone,may,wed,125,2,999,0,nonexistent,no
6654,telephone,may,wed,81,2,999,0,nonexistent,no
6655,telephone,may,wed,189,3,999,0,nonexistent,no
6656,telephone,may,wed,597,3,999,0,nonexistent,no
6657,telephone,may,wed,61,1,999,0,nonexistent,no
6658,telephone,may,wed,53,1,999,0,nonexistent,no
6659,telephone,may,wed,159,2,999,0,nonexistent,no
6660,telephone,may,wed,198,2,999,0,nonexistent,no
6661,telephone,may,wed,45,1,999,0,nonexistent,no
6662,telephone,may,wed,132,1,999,0,nonexistent,no
6663,telephone,may,wed,664,2,999,0,nonexistent,yes
6664,telephone,may,wed,290,1,999,0,nonexistent,no
6665,telephone,may,wed,184,2,999,0,nonexistent,no
6666,telephone,may,wed,51,1,999,0,nonexistent,no
6667,telephone,may,wed,119,1,999,0,nonexistent,no
6668,telephone,may,wed,260,1,999,0,nonexistent,no
6669,telephone,may,wed,68,1,999,0,nonexistent,no
6670,telephone,may,wed,99,2,999,0,nonexistent,no
6671,telephone,may,wed,285,2,999,0,nonexistent,no
6672,telephone,may,wed,247,1,999,0,nonexistent,no
6673,telephone,may,wed,81,4,999,0,nonexistent,no
6674,telephone,may,wed,244,6,999,0,nonexistent,no
6675,telephone,may,wed,227,1,999,0,nonexistent,no
6676,telephone,may,wed,289,2,999,0,nonexistent,no
6677,telephone,may,wed,183,1,999,0,nonexistent,no
6678,telephone,may,wed,100,2,999,0,nonexistent,no
6679,telephone,may,wed,648,1,999,0,nonexistent,yes
6680,telephone,may,wed,198,3,999,0,nonexistent,no
6681,telephone,may,wed,536,7,999,0,nonexistent,no
6682,telephone,may,wed,173,1,999,0,nonexistent,no
6683,telephone,may,wed,184,2,999,0,nonexistent,no
6684,telephone,may,wed,282,2,999,0,nonexistent,no
6685,telephone,may,wed,269,2,999,0,nonexistent,no
6686,telephone,may,wed,176,6,999,0,nonexistent,no
6687,telephone,may,wed,347,2,999,0,nonexistent,no
6688,telephone,may,wed,88,3,999,0,nonexistent,no
6689,telephone,may,wed,279,2,999,0,nonexistent,no
6690,telephone,may,wed,294,3,999,0,nonexistent,no
6691,telephone,may,wed,188,2,999,0,nonexistent,no
6692,telephone,may,wed,116,6,999,0,nonexistent,no
6693,telephone,may,wed,60,6,999,0,nonexistent,no
6694,telephone,may,wed,217,2,999,0,nonexistent,no
6695,telephone,may,wed,298,5,999,0,nonexistent,no
6696,telephone,may,wed,864,2,999,0,nonexistent,yes
6697,telephone,may,wed,469,3,999,0,nonexistent,no
6698,telephone,may,wed,139,2,999,0,nonexistent,no
6699,telephone,may,wed,80,9,999,0,nonexistent,no
6700,telephone,may,wed,67,2,999,0,nonexistent,no
6701,telephone,may,wed,129,2,999,0,nonexistent,no
6702,telephone,may,wed,89,5,999,0,nonexistent,no
6703,telephone,may,wed,346,2,999,0,nonexistent,no
6704,telephone,may,wed,47,1,999,0,nonexistent,no
6705,telephone,may,wed,244,3,999,0,nonexistent,no
6706,telephone,may,wed,136,1,999,0,nonexistent,no
6707,telephone,may,wed,110,5,999,0,nonexistent,no
6708,telephone,may,wed,433,3,999,0,nonexistent,no
6709,telephone,may,wed,66,2,999,0,nonexistent,no
6710,telephone,may,wed,140,2,999,0,nonexistent,no
6711,telephone,may,wed,89,1,999,0,nonexistent,no
6712,telephone,may,wed,54,1,999,0,nonexistent,no
6713,telephone,may,wed,172,1,999,0,nonexistent,no
6714,telephone,may,wed,72,3,999,0,nonexistent,no
6715,telephone,may,wed,124,1,999,0,nonexistent,no
6716,telephone,may,wed,118,1,999,0,nonexistent,no
6717,telephone,may,wed,24,1,999,0,nonexistent,no
6718,telephone,may,wed,489,2,999,0,nonexistent,no
6719,telephone,may,wed,357,1,999,0,nonexistent,no
6720,telephone,may,wed,84,3,999,0,nonexistent,no
6721,telephone,may,wed,239,2,999,0,nonexistent,no
6722,telephone,may,wed,466,1,999,0,nonexistent,no
6723,telephone,may,wed,383,1,999,0,nonexistent,no
6724,telephone,may,wed,413,1,999,0,nonexistent,no
6725,telephone,may,wed,101,2,999,0,nonexistent,no
6726,telephone,may,wed,344,1,999,0,nonexistent,no
6727,telephone,may,wed,360,1,999,0,nonexistent,no
6728,telephone,may,wed,79,2,999,0,nonexistent,no
6729,telephone,may,wed,314,2,999,0,nonexistent,no
6730,telephone,may,wed,315,2,999,0,nonexistent,no
6731,telephone,may,wed,117,2,999,0,nonexistent,no
6732,telephone,may,wed,229,2,999,0,nonexistent,no
6733,telephone,may,wed,94,1,999,0,nonexistent,no
6734,telephone,may,wed,83,4,999,0,nonexistent,no
6735,telephone,may,wed,338,2,999,0,nonexistent,no
6736,telephone,may,wed,491,1,999,0,nonexistent,no
6737,telephone,may,wed,167,1,999,0,nonexistent,no
6738,telephone,may,wed,258,1,999,0,nonexistent,no
6739,telephone,may,wed,1730,1,999,0,nonexistent,yes
6740,telephone,may,wed,83,1,999,0,nonexistent,no
6741,telephone,may,wed,193,2,999,0,nonexistent,no
6742,telephone,may,wed,249,2,999,0,nonexistent,no
6743,telephone,may,wed,629,2,999,0,nonexistent,no
6744,telephone,may,wed,260,2,999,0,nonexistent,no
6745,telephone,may,wed,202,2,999,0,nonexistent,no
6746,telephone,may,wed,471,5,999,0,nonexistent,no
6747,telephone,may,wed,217,5,999,0,nonexistent,no
6748,telephone,may,wed,300,3,999,0,nonexistent,no
6749,telephone,may,wed,94,3,999,0,nonexistent,no
6750,telephone,may,wed,397,1,999,0,nonexistent,no
6751,telephone,may,wed,157,2,999,0,nonexistent,no
6752,telephone,may,wed,238,8,999,0,nonexistent,no
6753,telephone,may,wed,389,4,999,0,nonexistent,no
6754,telephone,may,wed,667,3,999,0,nonexistent,no
6755,telephone,may,wed,376,4,999,0,nonexistent,no
6756,telephone,may,wed,23,16,999,0,nonexistent,no
6757,telephone,may,wed,133,1,999,0,nonexistent,no
6758,telephone,may,wed,251,3,999,0,nonexistent,no
6759,telephone,may,wed,115,1,999,0,nonexistent,no
6760,telephone,may,wed,209,1,999,0,nonexistent,no
6761,telephone,may,wed,124,1,999,0,nonexistent,no
6762,telephone,may,wed,96,1,999,0,nonexistent,no
6763,telephone,may,wed,691,5,999,0,nonexistent,yes
6764,telephone,may,wed,87,2,999,0,nonexistent,no
6765,telephone,may,wed,126,2,999,0,nonexistent,no
6766,telephone,may,wed,259,2,999,0,nonexistent,no
6767,telephone,may,wed,330,5,999,0,nonexistent,no
6768,telephone,may,wed,198,3,999,0,nonexistent,no
6769,telephone,may,wed,429,10,999,0,nonexistent,no
6770,telephone,may,wed,545,1,999,0,nonexistent,no
6771,telephone,may,wed,44,7,999,0,nonexistent,no
6772,telephone,may,wed,279,2,999,0,nonexistent,no
6773,telephone,may,wed,136,2,999,0,nonexistent,no
6774,telephone,may,wed,48,2,999,0,nonexistent,no
6775,telephone,may,wed,449,4,999,0,nonexistent,no
6776,telephone,may,wed,362,3,999,0,nonexistent,no
6777,telephone,may,wed,99,2,999,0,nonexistent,no
6778,telephone,may,wed,207,3,999,0,nonexistent,no
6779,telephone,may,wed,297,14,999,0,nonexistent,no
6780,telephone,may,wed,172,1,999,0,nonexistent,no
6781,telephone,may,wed,158,10,999,0,nonexistent,no
6782,telephone,may,wed,180,2,999,0,nonexistent,no
6783,telephone,may,wed,410,1,999,0,nonexistent,no
6784,telephone,may,wed,57,4,999,0,nonexistent,no
6785,telephone,may,wed,424,3,999,0,nonexistent,no
6786,telephone,may,wed,74,2,999,0,nonexistent,no
6787,telephone,may,wed,96,4,999,0,nonexistent,no
6788,telephone,may,wed,109,2,999,0,nonexistent,no
6789,telephone,may,wed,52,2,999,0,nonexistent,no
6790,telephone,may,wed,26,5,999,0,nonexistent,no
6791,telephone,may,wed,506,2,999,0,nonexistent,no
6792,telephone,may,wed,173,3,999,0,nonexistent,no
6793,telephone,may,wed,643,2,999,0,nonexistent,no
6794,telephone,may,wed,77,3,999,0,nonexistent,no
6795,telephone,may,wed,95,2,999,0,nonexistent,no
6796,telephone,may,wed,463,2,999,0,nonexistent,no
